LogId,BlockId,Timestamp,Level,Server,Component,PID,Message,FullLog,RootCause,Label
LOG0014661,blk_284797982,2024-01-01 20:21:40,ERROR,db-primary,java-app,28663,DNS resolution failed for db.internal,2024-01-01 20:21:40 ERROR [db-primary] java-app[28663]: DNS resolution failed for db.internal,Network Issue,1
LOG0014662,blk_407841138,2024-01-01 20:21:48,DEBUG,server-01,java-app,60338,Database query executed in 12ms,2024-01-01 20:21:48 DEBUG [server-01] java-app[60338]: Database query executed in 12ms,Normal,0
LOG0014663,blk_310408829,2024-01-01 20:21:53,INFO,cache-01,kernel,45261,Network throughput normal,2024-01-01 20:21:53 INFO [cache-01] kernel[45261]: Network throughput normal,Normal,0
LOG0014664,blk_848859496,2024-01-01 20:21:58,DEBUG,db-replica,kernel,44112,Memory usage normal 45 percent,2024-01-01 20:21:58 DEBUG [db-replica] kernel[44112]: Memory usage normal 45 percent,Normal,0
LOG0014665,blk_354293707,2024-01-01 20:22:00,WARN,server-02,kernel,34206,User login successful,2024-01-01 20:22:00 WARN [server-02] kernel[34206]: User login successful,Normal,0
LOG0014666,blk_561822928,2024-01-01 20:22:08,WARN,db-replica,sshd,28192,Backup completed successfully,2024-01-01 20:22:08 WARN [db-replica] sshd[28192]: Backup completed successfully,Normal,0
LOG0014667,blk_732069227,2024-01-01 20:22:11,INFO,db-primary,nginx,11094,Network throughput normal,2024-01-01 20:22:11 INFO [db-primary] nginx[11094]: Network throughput normal,Normal,0
LOG0014668,blk_271369813,2024-01-01 20:22:18,INFO,web-01,sshd,49760,Network throughput normal,2024-01-01 20:22:18 INFO [web-01] sshd[49760]: Network throughput normal,Normal,0
LOG0014669,blk_105790561,2024-01-01 20:22:23,ERROR,server-02,java-app,27517,NullPointerException in UserService,2024-01-01 20:22:23 ERROR [server-02] java-app[27517]: NullPointerException in UserService,Application Crash,1
LOG0014670,blk_818709970,2024-01-01 20:22:29,DEBUG,db-replica,sshd,41392,User login successful,2024-01-01 20:22:29 DEBUG [db-replica] sshd[41392]: User login successful,Normal,0
LOG0014671,blk_312930425,2024-01-01 20:22:31,INFO,db-primary,cron,10253,Network throughput normal,2024-01-01 20:22:31 INFO [db-primary] cron[10253]: Network throughput normal,Normal,0
LOG0014672,blk_854407721,2024-01-01 20:22:37,INFO,db-primary,cron,8456,User login successful,2024-01-01 20:22:37 INFO [db-primary] cron[8456]: User login successful,Normal,0
LOG0014673,blk_403737289,2024-01-01 20:22:43,INFO,db-replica,sshd,22844,Health check OK all services running,2024-01-01 20:22:43 INFO [db-replica] sshd[22844]: Health check OK all services running,Normal,0
LOG0014674,blk_229928754,2024-01-01 20:22:47,DEBUG,server-01,systemd,42839,Network throughput normal,2024-01-01 20:22:47 DEBUG [server-01] systemd[42839]: Network throughput normal,Normal,0
LOG0014675,blk_244585253,2024-01-01 20:22:52,INFO,server-02,sshd,58174,API request processed 200 OK,2024-01-01 20:22:52 INFO [server-02] sshd[58174]: API request processed 200 OK,Normal,0
LOG0014676,blk_587531036,2024-01-01 20:22:58,INFO,web-02,network-manager,63319,Cache refresh completed,2024-01-01 20:22:58 INFO [web-02] network-manager[63319]: Cache refresh completed,Normal,0
LOG0014677,blk_600466863,2024-01-01 20:23:01,INFO,server-01,nginx,49872,Health check OK all services running,2024-01-01 20:23:01 INFO [server-01] nginx[49872]: Health check OK all services running,Normal,0
LOG0014678,blk_152123539,2024-01-01 20:23:05,INFO,db-replica,systemd,58669,Backup completed successfully,2024-01-01 20:23:05 INFO [db-replica] systemd[58669]: Backup completed successfully,Normal,0
LOG0014679,blk_489340391,2024-01-01 20:23:11,DEBUG,web-02,kernel,3018,Scheduled job completed,2024-01-01 20:23:11 DEBUG [web-02] kernel[3018]: Scheduled job completed,Normal,0
LOG0014680,blk_739278235,2024-01-01 20:23:19,INFO,db-primary,systemd,34368,Config reload successful,2024-01-01 20:23:19 INFO [db-primary] systemd[34368]: Config reload successful,Normal,0
LOG0014681,blk_532647834,2024-01-01 20:23:24,INFO,server-02,systemd,35826,User login successful,2024-01-01 20:23:24 INFO [server-02] systemd[35826]: User login successful,Normal,0
LOG0014682,blk_732915175,2024-01-01 20:23:27,DEBUG,web-01,systemd,13122,Database query executed in 12ms,2024-01-01 20:23:27 DEBUG [web-01] systemd[13122]: Database query executed in 12ms,Normal,0
LOG0014683,blk_625195981,2024-01-01 20:23:33,DEBUG,db-primary,network-manager,52177,Cache refresh completed,2024-01-01 20:23:33 DEBUG [db-primary] network-manager[52177]: Cache refresh completed,Normal,0
LOG0014684,blk_783442432,2024-01-01 20:23:39,INFO,web-02,cron,16370,Scheduled job completed,2024-01-01 20:23:39 INFO [web-02] cron[16370]: Scheduled job completed,Normal,0
LOG0014685,blk_729622023,2024-01-01 20:23:42,INFO,server-01,network-manager,13441,Memory usage normal 45 percent,2024-01-01 20:23:42 INFO [server-01] network-manager[13441]: Memory usage normal 45 percent,Normal,0
LOG0014686,blk_148006520,2024-01-01 20:23:45,INFO,web-01,systemd,34208,Database query executed in 12ms,2024-01-01 20:23:45 INFO [web-01] systemd[34208]: Database query executed in 12ms,Normal,0
LOG0014687,blk_995965618,2024-01-01 20:23:52,INFO,web-01,kernel,29263,User login successful,2024-01-01 20:23:52 INFO [web-01] kernel[29263]: User login successful,Normal,0
LOG0014688,blk_849449163,2024-01-01 20:23:59,INFO,app-server,nginx,37084,Network throughput normal,2024-01-01 20:23:59 INFO [app-server] nginx[37084]: Network throughput normal,Normal,0
LOG0014689,blk_113932742,2024-01-01 20:24:00,INFO,db-replica,nginx,47369,Database query executed in 12ms,2024-01-01 20:24:00 INFO [db-replica] nginx[47369]: Database query executed in 12ms,Normal,0
LOG0014690,blk_300448625,2024-01-01 20:24:08,INFO,server-01,java-app,17930,Memory usage normal 45 percent,2024-01-01 20:24:08 INFO [server-01] java-app[17930]: Memory usage normal 45 percent,Normal,0
LOG0014691,blk_332908793,2024-01-01 20:24:14,WARN,server-02,nginx,63905,Backup completed successfully,2024-01-01 20:24:14 WARN [server-02] nginx[63905]: Backup completed successfully,Normal,0
LOG0014692,blk_251800672,2024-01-01 20:24:18,ERROR,db-replica,network-manager,53789,Unauthorized access detected,2024-01-01 20:24:18 ERROR [db-replica] network-manager[53789]: Unauthorized access detected,Security Attack,1
LOG0014693,blk_135355238,2024-01-01 20:24:21,DEBUG,web-02,network-manager,13482,Database query executed in 12ms,2024-01-01 20:24:21 DEBUG [web-02] network-manager[13482]: Database query executed in 12ms,Normal,0
LOG0014694,blk_656730191,2024-01-01 20:24:27,WARN,db-primary,systemd,18055,User login successful,2024-01-01 20:24:27 WARN [db-primary] systemd[18055]: User login successful,Normal,0
LOG0014695,blk_301810100,2024-01-01 20:24:31,INFO,web-01,systemd,1958,Health check OK all services running,2024-01-01 20:24:31 INFO [web-01] systemd[1958]: Health check OK all services running,Normal,0
LOG0014696,blk_498805871,2024-01-01 20:24:39,ERROR,web-02,java-app,51921,Filesystem corruption detected,2024-01-01 20:24:39 ERROR [web-02] java-app[51921]: Filesystem corruption detected,Disk Failure,1
LOG0014697,blk_616544675,2024-01-01 20:24:40,ERROR,app-server,java-app,30822,Thread pool exhausted all workers busy,2024-01-01 20:24:40 ERROR [app-server] java-app[30822]: Thread pool exhausted all workers busy,Application Crash,1
LOG0014698,blk_777075846,2024-01-01 20:24:48,INFO,db-primary,network-manager,35221,Memory usage normal 45 percent,2024-01-01 20:24:48 INFO [db-primary] network-manager[35221]: Memory usage normal 45 percent,Normal,0
LOG0014699,blk_435672361,2024-01-01 20:24:50,DEBUG,db-replica,mysqld,58810,Config reload successful,2024-01-01 20:24:50 DEBUG [db-replica] mysqld[58810]: Config reload successful,Normal,0
LOG0014700,blk_407661582,2024-01-01 20:24:59,INFO,server-01,java-app,51859,User login successful,2024-01-01 20:24:59 INFO [server-01] java-app[51859]: User login successful,Normal,0
LOG0014701,blk_236458492,2024-01-01 20:25:02,WARN,web-02,java-app,30593,Network throughput normal,2024-01-01 20:25:02 WARN [web-02] java-app[30593]: Network throughput normal,Normal,0
LOG0014702,blk_201231958,2024-01-01 20:25:05,DEBUG,web-02,mysqld,34307,Memory usage normal 45 percent,2024-01-01 20:25:05 DEBUG [web-02] mysqld[34307]: Memory usage normal 45 percent,Normal,0
LOG0014703,blk_179963854,2024-01-01 20:25:12,INFO,db-primary,cron,27121,Memory usage normal 45 percent,2024-01-01 20:25:12 INFO [db-primary] cron[27121]: Memory usage normal 45 percent,Normal,0
LOG0014704,blk_238235400,2024-01-01 20:25:16,INFO,web-02,kernel,3120,Backup completed successfully,2024-01-01 20:25:16 INFO [web-02] kernel[3120]: Backup completed successfully,Normal,0
LOG0014705,blk_454586740,2024-01-01 20:25:24,INFO,app-server,systemd,11470,Memory usage normal 45 percent,2024-01-01 20:25:24 INFO [app-server] systemd[11470]: Memory usage normal 45 percent,Normal,0
LOG0014706,blk_877512925,2024-01-01 20:25:29,WARN,db-replica,systemd,56029,Backup completed successfully,2024-01-01 20:25:29 WARN [db-replica] systemd[56029]: Backup completed successfully,Normal,0
LOG0014707,blk_306015156,2024-01-01 20:25:30,WARN,web-01,sshd,10128,Config reload successful,2024-01-01 20:25:30 WARN [web-01] sshd[10128]: Config reload successful,Normal,0
LOG0014708,blk_333012230,2024-01-01 20:25:39,INFO,db-primary,nginx,47967,Network throughput normal,2024-01-01 20:25:39 INFO [db-primary] nginx[47967]: Network throughput normal,Normal,0
LOG0014709,blk_222783166,2024-01-01 20:25:42,INFO,server-02,nginx,53815,Database query executed in 12ms,2024-01-01 20:25:42 INFO [server-02] nginx[53815]: Database query executed in 12ms,Normal,0
LOG0014710,blk_884181119,2024-01-01 20:25:45,INFO,web-01,java-app,30783,Backup completed successfully,2024-01-01 20:25:45 INFO [web-01] java-app[30783]: Backup completed successfully,Normal,0
LOG0014711,blk_155070943,2024-01-01 20:25:51,INFO,db-replica,kernel,32896,Scheduled job completed,2024-01-01 20:25:51 INFO [db-replica] kernel[32896]: Scheduled job completed,Normal,0
LOG0014712,blk_564737286,2024-01-01 20:25:58,INFO,app-server,cron,54959,Memory usage normal 45 percent,2024-01-01 20:25:58 INFO [app-server] cron[54959]: Memory usage normal 45 percent,Normal,0
LOG0014713,blk_514316942,2024-01-01 20:26:01,INFO,app-server,sshd,49162,Health check OK all services running,2024-01-01 20:26:01 INFO [app-server] sshd[49162]: Health check OK all services running,Normal,0
LOG0014714,blk_710847885,2024-01-01 20:26:05,INFO,web-02,systemd,50893,API request processed 200 OK,2024-01-01 20:26:05 INFO [web-02] systemd[50893]: API request processed 200 OK,Normal,0
LOG0014715,blk_325470457,2024-01-01 20:26:13,INFO,db-replica,kernel,6538,Health check OK all services running,2024-01-01 20:26:13 INFO [db-replica] kernel[6538]: Health check OK all services running,Normal,0
LOG0014716,blk_897067234,2024-01-01 20:26:17,WARN,app-server,cron,4714,Database query executed in 12ms,2024-01-01 20:26:17 WARN [app-server] cron[4714]: Database query executed in 12ms,Normal,0
LOG0014717,blk_264918325,2024-01-01 20:26:21,INFO,cache-01,java-app,42517,Scheduled job completed,2024-01-01 20:26:21 INFO [cache-01] java-app[42517]: Scheduled job completed,Normal,0
LOG0014718,blk_428613257,2024-01-01 20:26:25,INFO,web-02,systemd,14526,Health check OK all services running,2024-01-01 20:26:25 INFO [web-02] systemd[14526]: Health check OK all services running,Normal,0
LOG0014719,blk_180025346,2024-01-01 20:26:30,DEBUG,db-replica,mysqld,9183,Cache refresh completed,2024-01-01 20:26:30 DEBUG [db-replica] mysqld[9183]: Cache refresh completed,Normal,0
LOG0014720,blk_523464248,2024-01-01 20:26:35,INFO,cache-01,cron,17574,Network throughput normal,2024-01-01 20:26:35 INFO [cache-01] cron[17574]: Network throughput normal,Normal,0
LOG0014721,blk_168264005,2024-01-01 20:26:43,DEBUG,web-02,network-manager,54216,Cache refresh completed,2024-01-01 20:26:43 DEBUG [web-02] network-manager[54216]: Cache refresh completed,Normal,0
LOG0014722,blk_247803456,2024-01-01 20:26:49,DEBUG,db-replica,cron,31387,Network throughput normal,2024-01-01 20:26:49 DEBUG [db-replica] cron[31387]: Network throughput normal,Normal,0
LOG0014723,blk_348112742,2024-01-01 20:26:54,INFO,db-primary,cron,40172,Scheduled job completed,2024-01-01 20:26:54 INFO [db-primary] cron[40172]: Scheduled job completed,Normal,0
LOG0014724,blk_986804835,2024-01-01 20:26:57,INFO,db-replica,nginx,47314,User login successful,2024-01-01 20:26:57 INFO [db-replica] nginx[47314]: User login successful,Normal,0
LOG0014725,blk_801709137,2024-01-01 20:27:00,INFO,server-01,mysqld,36448,Network throughput normal,2024-01-01 20:27:00 INFO [server-01] mysqld[36448]: Network throughput normal,Normal,0
LOG0014726,blk_606415623,2024-01-01 20:27:08,INFO,app-server,nginx,8445,Config reload successful,2024-01-01 20:27:08 INFO [app-server] nginx[8445]: Config reload successful,Normal,0
LOG0014727,blk_335174367,2024-01-01 20:27:13,INFO,server-01,cron,55670,Database query executed in 12ms,2024-01-01 20:27:13 INFO [server-01] cron[55670]: Database query executed in 12ms,Normal,0
LOG0014728,blk_561737064,2024-01-01 20:27:15,ERROR,db-primary,kernel,55811,Thread pool exhausted all workers busy,2024-01-01 20:27:15 ERROR [db-primary] kernel[55811]: Thread pool exhausted all workers busy,Application Crash,1
LOG0014729,blk_856286723,2024-01-01 20:27:24,ERROR,db-replica,sshd,33735,Disk I/O error on /dev/sda1,2024-01-01 20:27:24 ERROR [db-replica] sshd[33735]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0014730,blk_886913595,2024-01-01 20:27:26,ERROR,db-primary,java-app,59566,OutOfMemoryError Java heap space,2024-01-01 20:27:26 ERROR [db-primary] java-app[59566]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0014731,blk_979844481,2024-01-01 20:27:30,ERROR,cache-01,kernel,20324,Memory usage exceeded 95 percent,2024-01-01 20:27:30 ERROR [cache-01] kernel[20324]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0014732,blk_797812969,2024-01-01 20:27:38,DEBUG,server-02,mysqld,38193,Backup completed successfully,2024-01-01 20:27:38 DEBUG [server-02] mysqld[38193]: Backup completed successfully,Normal,0
LOG0014733,blk_720230345,2024-01-01 20:27:42,ERROR,cache-01,systemd,4540,OutOfMemoryError Java heap space,2024-01-01 20:27:42 ERROR [cache-01] systemd[4540]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0014734,blk_106980646,2024-01-01 20:27:49,DEBUG,cache-01,cron,40581,API request processed 200 OK,2024-01-01 20:27:49 DEBUG [cache-01] cron[40581]: API request processed 200 OK,Normal,0
LOG0014735,blk_747496052,2024-01-01 20:27:54,WARN,web-01,cron,7620,Health check OK all services running,2024-01-01 20:27:54 WARN [web-01] cron[7620]: Health check OK all services running,Normal,0
LOG0014736,blk_537447911,2024-01-01 20:27:58,INFO,app-server,sshd,35784,Config reload successful,2024-01-01 20:27:58 INFO [app-server] sshd[35784]: Config reload successful,Normal,0
LOG0014737,blk_674889675,2024-01-01 20:28:01,INFO,app-server,java-app,65369,Network throughput normal,2024-01-01 20:28:01 INFO [app-server] java-app[65369]: Network throughput normal,Normal,0
LOG0014738,blk_677905551,2024-01-01 20:28:06,INFO,web-02,mysqld,55817,Backup completed successfully,2024-01-01 20:28:06 INFO [web-02] mysqld[55817]: Backup completed successfully,Normal,0
LOG0014739,blk_478089954,2024-01-01 20:28:14,INFO,cache-01,sshd,41993,Cache refresh completed,2024-01-01 20:28:14 INFO [cache-01] sshd[41993]: Cache refresh completed,Normal,0
LOG0014740,blk_879512358,2024-01-01 20:28:17,ERROR,cache-01,network-manager,39782,GC overhead limit exceeded,2024-01-01 20:28:17 ERROR [cache-01] network-manager[39782]: GC overhead limit exceeded,Memory Overflow,1
LOG0014741,blk_194714820,2024-01-01 20:28:24,DEBUG,db-primary,network-manager,35255,Database query executed in 12ms,2024-01-01 20:28:24 DEBUG [db-primary] network-manager[35255]: Database query executed in 12ms,Normal,0
LOG0014742,blk_860087999,2024-01-01 20:28:27,WARN,db-primary,mysqld,28116,Memory usage normal 45 percent,2024-01-01 20:28:27 WARN [db-primary] mysqld[28116]: Memory usage normal 45 percent,Normal,0
LOG0014743,blk_315008246,2024-01-01 20:28:30,DEBUG,server-02,mysqld,41791,Database query executed in 12ms,2024-01-01 20:28:30 DEBUG [server-02] mysqld[41791]: Database query executed in 12ms,Normal,0
LOG0014744,blk_673842493,2024-01-01 20:28:39,DEBUG,app-server,sshd,33075,Cache refresh completed,2024-01-01 20:28:39 DEBUG [app-server] sshd[33075]: Cache refresh completed,Normal,0
LOG0014745,blk_844169659,2024-01-01 20:28:40,INFO,app-server,mysqld,6583,Cache refresh completed,2024-01-01 20:28:40 INFO [app-server] mysqld[6583]: Cache refresh completed,Normal,0
LOG0014746,blk_952079427,2024-01-01 20:28:49,INFO,db-replica,network-manager,37516,Memory usage normal 45 percent,2024-01-01 20:28:49 INFO [db-replica] network-manager[37516]: Memory usage normal 45 percent,Normal,0
LOG0014747,blk_380764176,2024-01-01 20:28:52,WARN,cache-01,kernel,47574,Health check OK all services running,2024-01-01 20:28:52 WARN [cache-01] kernel[47574]: Health check OK all services running,Normal,0
LOG0014748,blk_909542976,2024-01-01 20:28:58,INFO,web-02,kernel,54834,Scheduled job completed,2024-01-01 20:28:58 INFO [web-02] kernel[54834]: Scheduled job completed,Normal,0
LOG0014749,blk_405633793,2024-01-01 20:29:04,DEBUG,app-server,kernel,60547,Backup completed successfully,2024-01-01 20:29:04 DEBUG [app-server] kernel[60547]: Backup completed successfully,Normal,0
LOG0014750,blk_390631187,2024-01-01 20:29:07,INFO,db-replica,nginx,23200,Config reload successful,2024-01-01 20:29:07 INFO [db-replica] nginx[23200]: Config reload successful,Normal,0
LOG0014751,blk_544409340,2024-01-01 20:29:11,INFO,web-01,mysqld,31923,Backup completed successfully,2024-01-01 20:29:11 INFO [web-01] mysqld[31923]: Backup completed successfully,Normal,0
